Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country
Breathe,Faith Hill,country,250546,False,65,184,US
Smooth (feat. Rob Thomas),"Santana, Rob Thomas","latin rock, orchestral",294986,False,68,185,"US, NO"
Maria Maria (feat. The Product G&B),"Santana, The Product G&B","latin rock, american",261973,False,71,185,"US, US"
I Wanna Know,Joe,"r&b, smooth r&b, quiet storm",296693,False,66,185,GB
Everything You Want,Vertical Horizon,alternative rock,257066,False,62,183,Unknown
Say My Name,Destiny's Child,pop,271333,False,78,185,US
I Knew I Loved You,Savage Garden,pop,250360,False,69,185,AU
Amazed,Lonestar,country,240866,False,67,179,US
Bent,Matchbox Twenty,post-grunge,256133,False,56,170,US
He Wasn't Man Enough,Toni Braxton,r&b,261933,False,65,185,US
Higher,Creed,post-grunge,316733,False,78,184,US
Try Again,Aaliyah,r&b,284000,False,50,12,US
"Jumpin', Jumpin'",Destiny's Child,pop,230200,False,69,185,US
Thong Song,Sisqo,r&b,253733,True,70,184,US
Kryptonite,3 Doors Down,post-grunge,233933,False,80,180,US
There You Go,P!nk,pop,202706,False,0,0,US
Music,Madonna,pop,225973,False,47,1,US
Doesn't Really Matter,Janet Jackson,new jack swing,265026,False,48,184,US
What a Girl Wants,Christina Aguilera,pop,215866,False,0,0,US
Back At One,Brian McKnight,"r&b, quiet storm",263666,False,68,184,US
Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,boy band,200400,False,81,185,US
You Sang To Me,Marc Anthony,"merengue, latin, salsa romantica, salsa, bachata",347106,False,54,185,DE
I Need to Know,Marc Anthony,"merengue, latin, salsa romantica, salsa, bachata",227706,False,51,185,DE
Get It On Tonite,Montell Jordan,new jack swing,276266,False,59,184,US
Incomplete,Sisqo,r&b,274226,True,62,184,US
I Try,Macy Gray,contemporary r&b,239440,False,72,185,US
It's Gonna Be Me,*NSYNC,boy band,192426,False,72,185,US
That's the Way It Is,Céline Dion,variété française,241506,False,0,0,CA
Country Grammar (Hot Shit),Nelly,hip hop,287000,True,2,0,US
Bring It All to Me (feat. *NSYNC),"Blaque, *NSYNC","contemporary r&b, boy band",218186,False,55,185,"US, US"
Show Me the Meaning of Being Lonely,Backstreet Boys,pop,234960,False,69,185,US
Hot Boyz,Missy Elliott,hip hop,215466,True,47,173,US
Back Here,BBMAK,pop rock,218200,False,49,15,GB
It Feels So Good,Sonique,breakbeat,240866,False,65,185,GB
Absolutely (Story of a Girl) - Radio Mix,Nine Days,industrial rock,189333,False,63,185,US
With Arms Wide Open - New Version With Strings,Creed,post-grunge,235266,False,25,31,US
